省份,城市,小区名字,价格,居室,面积,行政区,地址,是否在售or类型,origin_url
湖北,武汉,汉口派,20000元/O,"2居,3居",69~89平米,江岸区,[二至三环]江岸区解放大道与后湖大道交汇处(轻轨1号线新荣站旁),|在售||普通住宅||商住公寓||地铁沿线|,https://hankoupai.fang.com/
湖北,武汉,时代新世界,26500元/O,"1居,2居",58~79平米,~口区,[内至二环]~口区建设大道与汉西路交汇处(地铁3号线双墩站附近),|在售||普通住宅||品牌地产||地铁沿线|,https://shidaixinshijie.fang.com/
湖北,武汉,联投中心,价格待定往期32000元/O,3居,171平米,武昌区,[内环以内]武昌区和平大道、临江大道与新生路交汇处,|待售||普通住宅||品牌地产||地铁沿线||豪华居住区|,https://liantouzhongxin027.fang.com/
湖北,武汉,阳光100凤凰街,价格待定,"3居,4居",101~128平米,江夏区,[四至外环]江夏区纸坊东站正对面,|待售||普通住宅||花园洋房|,https://100fenghuangjieyg.fang.com/
湖北,武汉,沙湖九玺,价格待定,"3居,4居",127~202平米,武昌区,[内环以内]武昌区公正路29号(湖北省国土资源厅旁),|待售||普通住宅||标准写字楼||豪华居住区||湖景地产|,https://shahujiuxi.fang.com/
湖北,武汉,武汉软件新城,6800元/O,,,东湖高新区,[中环以外]东湖高新区花城大道特1号(花城大道与花山大道交汇处),|在售||标准写字楼||酒店式公寓||总部园区|,https://ruanjianxinchengwh.fang.com/
湖北,武汉,融创中心武汉壹号院,价格待定周边43000元/O,4居,215平米,武昌区,[内环以内]武昌区沙湖大道与公正路交汇处,|待售||大平层||品牌地产||豪华居住区||湖景地产|,https://rongchuangzhongxinwh.fang.com/
湖北,武汉,美好长江首玺,14000元/O,3居,95~123平米,洪山区,[三至四环]洪山区青菱街丽水路与南郊路交汇处,|在售||普通住宅||住宅底商||品牌地产||低总价|,https://changjiangshouximh.fang.com/
湖北,武汉,奥山首府,8700元/O,"3居,4居",110~141平米,蔡甸区,[四环以外]蔡甸区L山街常福大道与黄星大道交汇处(L山新社区正对面),|在售||联排||普通住宅||不限购|,https://xinanshoufuas.fang.com/
湖北,武汉,景瑞天赋滨江,14243元/O,4居,128~141平米,洪山区,[三至四环]洪山区南郊路与三环线交叉口,|在售||普通住宅||住宅底商||江景地产|,https://tianfubinjiangjr.fang.com/
湖北,武汉,华生城・首府,15000元/O起,"2居,3居",43~85平米,~口区,[二至三环]~口区园博大道(宜家旁),|在售||商住楼||地铁沿线||不限购||科技住宅|,https://huashengchengshoufu.fang.com/
湖北,武汉,板桥逸景,9000元/O,"3居,4居",87~142平米,黄陂区,[中环以外]黄陂区板桥大道与岱黄高速交汇处 (黄陂六中对面),|在售||普通住宅||教育地产|,https://banqiaoyijing.fang.com/
湖北,武汉,联投花山郡别墅,14000元/O,,,东湖高新区,[中环以外]东湖高新区花山生态新城花城大道1号(严西湖大桥下桥处),|待售||别墅||湖景地产||山景地产|,https://huashanjunlt.fang.com/villa/
湖北,武汉,武汉天地云廷2期,价格待定往期43500元/O,,,江岸区,[内至二环]江岸区沿江大道与黄浦大街交汇处,|待售||大平层||品牌地产||豪华居住区|,https://wuhantiandiyunting.fang.com/2/
湖北,武汉,光谷崇文中心,11500元/O,1居,43平米,东湖高新区,[三至四环]东湖高新区高新大道与光谷六路交汇处(地铁11号线光谷6路站),|待售||商住楼||地铁沿线||不限购|,https://cjszwhzx.fang.com/
湖北,武汉,碧桂园光谷十里春风,价格待定,,,东湖高新区,[三至四环]东湖高新区光谷四路与大吕路交汇处,|待售||普通住宅||叠拼|,https://shilichunfenggg.fang.com/
湖北,武汉,名流印象,价格待定往期10000元/O,,,汉阳区,[二至中环]汉阳区墨水湖南路与江堤中路交汇处(领馆区旁),|待售||普通住宅||品牌地产||水景地产|,https://mingliuyinxiang027.fang.com/
湖北,武汉,汉南天地,7000元/O,"2居,3居",76~115平米,汉南区,[四环以外]汉南区纱帽正街与滨河大道交汇处(新人民医院旁),|在售||普通住宅||标准写字楼||经济住宅|,https://hannantiandi.fang.com/
湖北,武汉,印江山,价格待定周边9586元/O,"3居,4居",98~132平米,经济开发区,[四环以外]经济开发区武汉经济技术开发区川江池一路1号,|待售||普通住宅||住宅底商|,https://mingzhuhuayuanjr.fang.com/
湖北,武汉,富强天惠园,价格待定,"3居,4居",93~122平米,洪山区,[二至三环]洪山区洪山区白沙洲四坦路特1号,|待售||普通住宅||标准写字楼|,https://fuqiangtianhuiyuan.fang.com/
湖北,武汉,天悦外滩金融中心,140元/平方米.月,,,江岸区,[内至二环]江岸区沿江大道三阳路8号天悦外滩金融中心11楼,|出租||标准写字楼||商住公寓||品牌地产||不限购|,https://tywtjrzx.fang.com/
湖北,武汉,碧桂园海昌克拉公馆,15000元/O,"1居,2居,3居",50~100平米,东西湖区,[三至四环]东西湖区金银潭大道96号,|在售||商住楼||品牌地产||地铁沿线||不限购|,https://kelagongguanbgy.fang.com/
湖北,武汉,新力城,14070元/O,3居,115~131平米,洪山区,[三至四环]洪山区南郊路与三环交汇处,|在售||普通住宅||住宅底商|,https://xinlicheng027.fang.com/
湖北,武汉,光谷新都,9500元/O,"3居,4居",92~123平米,东湖高新区,[四环以外]东湖高新区鄂州市华容区葛店南站南500米,|在售||普通住宅||低密居所||不限购||配套商品房|,https://155068.fang.com/
湖北,武汉,青年说,18000元/O,"2居,3居,4居",34~57平米,汉阳区,[二至三环]汉阳区龙阳大道与四新大道交汇处(地铁3号线四新大道d出口200米左右),|在售||商住楼||小户型||地铁沿线||不限购|,https://qingnianshuo027.fang.com/
湖北,武汉,保利城SOHO中心,16000元/O,,,洪山区,[内至二环]洪山区团结大道与铁机路交汇处(武汉市铁机路学校附近),|在售||商住楼||品牌地产||地铁沿线|,https://baolichengsohozhongxin.fang.com/
湖北,武汉,新力金沙湾,9500元/O,3居,95~118平米,新洲区,[四环以外]新洲区平江大道与汉施公路交汇处(地铁21号线阳逻站c出口旁),|在售||普通住宅||品牌地产||地铁沿线||不限购|,https://jinshawanxl027.fang.com/
湖北,武汉,汉阳城二期云顶,16800元/O,,,汉阳区,[内环以内]汉阳区鹦鹉大道与拦江路交汇处,|在售||普通住宅||商用公寓||小户型||地铁沿线|,https://hycyd.fang.com/2/
湖北,武汉,碧桂园泰富城,18000元/O起,"1居,2居,3居,4居",29~57平米,经济开发区,[中环以外]经济开发区沌口三环线与江城大道交界处(永旺旁),|在售||商住楼||loft||总部园区|,https://mingqizuotf.fang.com/
湖北,武汉,枫泽星都汇,13000元/O,3居,127~128平米,江夏区,[中环以外]江夏区文化大道西侧(大桥新区办事处西北侧),|在售||普通住宅|,https://xingdouhuiyh.fang.com/
湖北,武汉,北辰光谷里,18000元/O,1居,50~123平米,东湖高新区,[二至三环]东湖高新区关山大道光谷天地旁,|在售||办公别墅||企业独栋||品牌地产||创意地产|,https://guanggulibc.fang.com/office/
湖北,武汉,绿地汉正中心,27000元/O,,,江汉区,[内环以内]江汉区江汉区沿河大道1号,|在售||综合体||商住公寓||品牌地产||不限购|,https://hanzhengzhongxinld.fang.com/
湖北,武汉,星悦城5期棠颂,价格待定往期19632元/O,,,江岸区,[二至三环]江岸区江岸区和谐大道(地铁6号线杨汊湖站a1站口旁),|待售||普通住宅|,https://xingyuechengtangsong.fang.com/5/
湖北,武汉,保合太和,12900元/O,3居,99平米,黄陂区,[三至四环]黄陂区盘龙大道与汤仁海路交汇处(地铁2号线盘龙城站出口处),|在售||花园洋房|,https://baohetaihe.fang.com/
湖北,武汉,金地自在城,13000元/O,1居,37平米,青山区,[二至中环]青山区团结大道地铁4号线仁和路出口处(欢乐谷旁),|在售||商住楼||品牌地产||地铁沿线|,https://zizaichengjd027.fang.com/
湖北,武汉,葛洲坝・紫郡m园,12500元/O,,,经济开发区,[三至四环]经济开发区国博中心南(6号线老关村地铁站旁),|在售||商住楼||品牌地产||国际化社区||地铁沿线|,https://zijunlanyuangzb.fang.com/
湖北,武汉,华宇旭辉星空,19000元/O,,,江岸区,[二至三环]江岸区后湖大道与中一路交汇处(中一路地铁站c出口旁),|在售||商住楼||品牌地产||地铁沿线||不限购|,https://huayuxuhuixingkong.fang.com/
湖北,武汉,天纵云湖湾,11000元/O,3居,93~113平米,黄陂区,[三至四环]黄陂区川龙大道与后湖北路交汇处,|在售||普通住宅||湖景地产|,https://tianzongyunhuwan.fang.com/
湖北,武汉,当代云谷,价格待定往期13800元/O,,,东湖高新区,[三至四环]东湖高新区高新四路与佛祖岭二路交汇处,|待售||商住楼||品牌地产||复合地产||景观居所|,https://dangdaiyungu.fang.com/
湖北,武汉,越秀国际金融汇,34000元/O,"4居,5居",161~272平米,江汉区,[内环以内]江汉区精武路1号(新华路体育馆对面),|在售||普通住宅||品牌地产||地铁沿线|,https://guojijinronghuiyx.fang.com/
湖北,武汉,天纵御府,10925元/O,"3居,4居",104~137平米,黄陂区,"[三至四环]黄陂区盘龙城经济开发区岱黄高速以西,盘龙一路以东(天纵城广场对面)",|在售||普通住宅||国际化社区||低密居所||配套商品房|,https://tianzongyufu.fang.com/
湖北,武汉,奥山汉口澎湃城,价格待定,,,东西湖区,[三至四环]东西湖区临空港新城 临空港大道与三店西路交汇处,|待售||普通住宅||商住公寓|,https://pengpaichenghk.fang.com/
湖北,武汉,红松・幸福里,6500元/O,"1居,2居",51~83平米,江夏区,[四环以外]江夏区江夏大道明泽街(碧桂园天玺湾对面),|待售||商住公寓||不限购|,https://hongsongxingfuli.fang.com/
湖北,武汉,世界城香榭丽舍,25500元/O,"2居,3居",82~123平米,东湖高新区,[二至三环]东湖高新区光谷步行街关山大道口,|在售||普通住宅||市场类商铺||品牌地产||低总价|,https://xiangxielishesjc.fang.com/
湖北,武汉,汉北怡景园,价格待定周边10225元/O,"2居,3居",84~118平米,黄陂区,[三至四环]黄陂区武湖大道与梅教街交叉口西北,|待售||普通住宅||地铁沿线||不限购||江景地产|,https://changhuiyijingyuan.fang.com/
湖北,武汉,中建光谷之星,30000元/O起,,,东湖高新区,[三至四环]东湖高新区高新大道与光谷六路交汇处(东湖高新管委会东侧),|待售||住宅底商||品牌地产||不限购|,https://guangguzhixingzj.fang.com/shop/
湖北,武汉,保利天悦中心,22000元/O,,,东湖高新区,[二至三环]东湖高新区关山大道332号,|在售||标准写字楼||品牌地产|,https://tianyuezhongxinbl.fang.com/
湖北,武汉,湖北创投大厦,25000元/O,,496~520平米,武昌区,[内至二环]武昌区欢乐大道一号(地铁4号线岳家嘴站d出口),|待售||标准写字楼||现房||地铁沿线|,https://guomaozhongxindh.fang.com/
湖北,武汉,武汉建工科技中心,14000元/O,,,经济开发区,[三至四环]经济开发区武汉市经济技术开发区沌阳大道409号(地铁3号线沌阳大道站旁),|在售||标准写字楼|,https://whjgkjzx.fang.com/office/
湖北,武汉,融侨华翔天域,27000元/O,3居,118~133平米,武昌区,[内至二环]武昌区武昌和平大道与铁机路交汇处,|在售||普通住宅||地铁沿线|,https://rongqiaotianyu.fang.com/
湖北,武汉,鹏湖湾,价格待定往期11900元/O,,,江夏区,[中环以外]江夏区珞狮南路延长线文化大道(华师汉口分校南行200米),|待售||普通住宅||大平层||湖景地产|,https://xintiandijn.fang.com/
湖北,武汉,杨春湖畔,16541元/O,,,洪山区,[二至中环]洪山区友谊大道与杨春湖路交汇处(武汉站北),|待售||普通住宅||花园洋房||湖景地产|,https://yangchunhupanzgtj.fang.com/
湖北,武汉,山海观,13000元/O,3居,97~123平米,黄陂区,[三至四环]黄陂区盘龙大道汤云海路(地铁2号线盘龙城站b出口附近),|在售||普通住宅||低密居所||湖景地产||山景地产|,https://shanhaiguanwh.fang.com/
湖北,武汉,兰亭盛荟・盛荟SOHO,价格待定往期16000元/O,,,汉阳区,[二至三环]汉阳区四新北路与江堤中路交汇处(国博会展中心旁),|待售||商住楼||地铁沿线||江景地产|,https://lantingshenghuigd.fang.com/
湖北,武汉,泛海国际芸海园,28350元/O,"3居,4居",106~208平米,江汉区,[内至二环]江汉区武汉中央商务区黄海路(体育公园旁),|在售||普通住宅||花园洋房||品牌地产||地铁沿线|,https://yunhaiyuanfhgj.fang.com/
湖北,武汉,越秀逸境,12900元/O,"3居,4居",99~161平米,经济开发区,[四环以外]经济开发区全力一路与后官湖南路交界,|在售||普通住宅||住宅底商|,https://yuexiuyijing.fang.com/
湖北,武汉,西北湖壹号御玺湾,35000元/O,"4居,5居",199~318平米,江汉区,[内至二环]江汉区长江大道与黄孝西路交汇处,|在售||普通住宅||豪华居住区||湖景地产|,https://xibeihuyihao.fang.com/
湖北,武汉,临空香廷,11500元/O,"3居,4居,5居",99~164平米,黄陂区,[三至四环]黄陂区武汉・临空新城(地铁二号线航空总部站),|在售||普通住宅||花园洋房||低密居所||花园洋房|,https://linkongxiangting.fang.com/
湖北,武汉,保利・江锦,29800元/O,4居,185平米,武昌区,[内至二环]武昌区柴林头村,|在售||普通住宅||商住公寓|,https://baolijiangjin.fang.com/
湖北,武汉,天屿湖,7800元/O,"2居,3居,4居",75~138平米,,[四环以外]中国・武汉西・天屿湖,|在售||独栋||联排||不限购||湖景地产|,https://154578.fang.com/
湖北,武汉,中海・锦城国际,11500元/O,3居,89~109平米,东湖高新区,[外环以外]东湖高新区鄂州市葛店经济技术开发区高新大道与发展大道交汇处,|在售||普通住宅||住宅底商|,https://155654.fang.com/
湖北,武汉,保利城,25500元/O,"3居,4居",158~173平米,洪山区,[内至二环]洪山区团结大道铁机路交叉口(梨园中学附近),|在售||普通住宅||商住公寓||品牌地产||国际化社区|,https://baolicheng027.fang.com/
湖北,武汉,保利大都会尚湖,22000元/O起,3居,101~136平米,洪山区,[二至三环]洪山区洪山区洪山区卓刀泉南路・洪山外国语学校对面,|在售||普通住宅||品牌地产||国际化社区||豪华居住区|,https://daduhuij12bl.fang.com/
湖北,武汉,颐桂苑,19500元/O,3居,99平米,洪山区,[内至二环]洪山区沙湖大道与罗家港路交汇处,|在售||普通住宅|,https://yiguiyuan027.fang.com/
湖北,武汉,金拓・银湖时代,14160元/O,"2居,3居",69~119平米,东西湖区,[三至四环]东西湖区武汉市东西湖区金银湖马池中路马池小学旁,|在售||普通住宅||住宅底商|,https://yinhushidaijt.fang.com/
湖北,武汉,越秀翰悦府,价格待定往期8656元/O,"3居,4居",113~140平米,蔡甸区,[四环以外]蔡甸区莲花湖大道与蔡姚路交汇处(莲花小区旁),|待售||普通住宅||花园洋房||品牌地产||地铁沿线|,https://hanyuefuyx.fang.com/
湖北,武汉,天下・南湖湾,22000元/O,"2居,3居,4居",38~127平米,洪山区,[二至三环]洪山区武汉市洪山区珞狮南路310号(省种子管理局旁),|在售||商住楼||湖景地产||科技住宅|,https://tianxiananhuwan.fang.com/
湖北,武汉,汉口北卓尔生活城,价格待定往期12500元/O,"2居,3居",86~132平米,黄陂区,[中环以外]黄陂区盘龙城汉口北大道特1号(岱黄高速公路与巨龙大道交汇处),|待售||普通住宅||经济住宅||不限购|,https://zhuoershenghuochenghkb.fang.com/
湖北,武汉,南德泊湖澜岸,6400元/O,"2居,3居",39~135平米,新洲区,[四环以外]新洲区汉施大道余泊南路交汇处,|在售||商住楼||不限购||湖景地产|,https://bohulanannd.fang.com/
湖北,武汉,世纪中心,23000元/O,,,江汉区,[内环以内]江汉区沿江大道武汉关旁(地铁2号线江汉路站附近),|在售||标准写字楼||品牌地产||地铁沿线|,https://shijizhongxin027.fang.com/
湖北,武汉,光谷科技港,8700元/O,,,东湖高新区,[中环以外]东湖高新区大学园路与华师园北路交汇处,|在售||标准写字楼||品牌地产|,https://guanggukejigang.fang.com/
湖北,武汉,德信江南大院,10209元/O,"3居,4居",101~121平米,蔡甸区,[四至外环]蔡甸区莲花湖大道与公园路交汇处,|在售||普通住宅||住宅底商||不限购||山景地产|,https://jiangnandayuandx.fang.com/
湖北,武汉,万科金色城市,价格待定往期8300元/O,,,洪山区,[二至三环]洪山区白沙五路1号(武昌南・三环内・白沙高架旁),|待售||普通住宅||教育地产||景观居所||||华中师范大学附属小学金色城市分校||项目宣传|||,https://jinsechengshiwk.fang.com/
湖北,武汉,阳逻万达广场御江,23000元/O,"3居,4居",140~170平米,新洲区,[外环以外]新洲区柴泊大道与翔飞路交汇处南行300米,|待售||合院||独栋|,https://wandaguangchangyujiangyl.fang.com/
湖北,武汉,兰亭风华,7700元/O,"3居,4居",93~143平米,汉南区,[四环以外]汉南区马影河大道汉南高速出口,|在售||普通住宅||地铁沿线||不限购|,https://lantingfenghua.fang.com/
湖北,武汉,武汉诺德逸园,10227元/O,"3居,4居",97~115平米,黄陂区,[三至四环]黄陂区横店街环后湖北路以北、临空东街以东,|在售||普通住宅||住宅底商||地铁沿线||不限购|,https://nuodeyiyuanwh.fang.com/
湖北,武汉,江樾云著,14166元/O,"3居,4居",86~117平米,东西湖区,[三至四环]东西湖区轻轨1号线五环大道站旁,|在售||普通住宅||地铁沿线|,https://jiangyueyunzhujh.fang.com/
湖北,武汉,万科五彩城,11000元/O,3居,90~106平米,武汉周边,[外环以外]武汉周边葛店经济开发区创业大道与湖滨大道交汇处,|在售||普通住宅||品牌地产||低密居所|,https://wucaichengwk.fang.com/
湖北,武汉,万科新世纪翡翠滨江,价格待定往期16500元/O,3居,118~142平米,汉阳区,[二至三环]汉阳区琴台大道888号(知音桥头・琴台大道与二环线交汇处),|待售||普通住宅||住宅底商||品牌地产||江景地产|,https://hanjiangwanxsj.fang.com/
湖北,武汉,复地海上海,19000元/O,"3居,4居",105~186平米,汉阳区,[二至中环]汉阳区建港路1号(鹦鹉大道建港路站旁),|在售||商住楼||品牌地产||地铁沿线||不限购|,https://haishanghaifd.fang.com/
湖北,武汉,汉水新城中法印象,8300元/O,"2居,3居",76~119平米,蔡甸区,[中环以外]蔡甸区王家湾西琴台大道延长线(中法友谊大桥旁),|在售||普通住宅||花园洋房||低总价||小户型|,https://zhongfayinxianghsxc.fang.com/
湖北,武汉,中央花园城,价格待定往期6656元/O,,,新洲区,[四环以外]新洲区新港柴泊湖畔(近余泊南路),|待售||普通住宅||品牌地产||湖景地产||宜居生态地产|,https://zyhyceq.fang.com/
湖北,武汉,光和创谷,价格待定,,,东湖高新区,[三至四环]东湖高新区高新大道与驿山南路交汇处(湖北省科技馆新馆对面),|待售||商住楼||地铁沿线||不限购|,https://guanghechuanggu.fang.com/
湖北,武汉,恒大金碧天下二期,8500元/O,"2居,3居,4居",80~143平米,东湖高新区,[外环以外]东湖高新区红莲湖度假区金碧大道,|在售||普通住宅||景观居所||特色别墅||花园洋房|,https://169220.fang.com/
湖北,武汉,光谷悦城,价格待定往期15000元/O,,,东湖高新区,[二至三环]东湖高新区光谷一路与高新二路交汇处(金龙凯旋建材家俱广场对面),|待售||普通住宅||复合地产||景观居所||宜居生态地产|,https://guangguyuecheng.fang.com/
湖北,武汉,北辰蔚蓝城市,11370元/O,"2居,3居,4居",82~140平米,黄陂区,[四环以外]黄陂区川龙大道与后湖北路交汇处(奥特莱斯北侧),|在售||普通住宅||花园洋房||低密居所||不限购|,https://beichenweilanchengshi.fang.com/
湖北,武汉,鼎鑫摩卡小镇四期,11152元/O,"2居,3居,4居",85~128平米,黄陂区,[三至四环]黄陂区经济开发区露甲山路特8号(开发区管委会对面),|在售||普通住宅||低密居所||公园地产|,https://mokaxiaozhendx.fang.com/
湖北,武汉,百瑞景滨江生活区,价格待定,,,新洲区,[四至外环]新洲区新洲区阳逻街平江大道以北(湖北大学阳逻校区正对面),|待售||普通住宅||购物中心||不限购||湖景地产|,https://bairuijingbinjiangshenghuoqu.fang.com/
湖北,武汉,光谷万科中心,20000元/O,,,东湖高新区,[二至三环]东湖高新区雄楚大道1008号(关山中学旁),|在售||标准写字楼||品牌地产||创意地产|,https://wankezhongxingg.fang.com/
湖北,武汉,金鑫国际大厦,50元/平方米.月,,,东湖高新区,[二至三环]东湖高新区光谷大道与高新大道交叉口,|待售||标准写字楼||长租公寓|,https://guojidashajx027.fang.com/
湖北,武汉,华发未来荟,16000元/O,"1居,2居,3居,4居",40~336平米,汉阳区,[二至三环]汉阳区江城大道与四新南路交汇处(路虎4s店对面),|在售||商住楼||品牌地产||不限购||loft|,https://weilaihuihf.fang.com/
湖北,武汉,城开云悦邸,18000元/O,"3居,4居",113~182平米,江岸区,[二至三环]江岸区后湖大道与解放大道交汇处(新荣客运站斜对面),|在售||普通住宅||品牌地产||地铁沿线|,https://yunyuedick.fang.com/
湖北,武汉,光谷澎湃城奥山府,16600元/O,4居,193~235平米,东湖高新区,[三至四环]东湖高新区光谷三路与高新三路交汇处(奥体中心东侧500米),|在售||合院||普通住宅||品牌地产||特色别墅|,https://guanggupengpaicheng.fang.com/
湖北,武汉,仁恒公园世纪,价格待定,4居,165~175平米,江岸区,[二至三环]江岸区健身路与兆瑞大道交汇处(市民之家旁),|待售||普通住宅||品牌地产||国际化社区||地铁沿线|,https://gongyuanshijirh027.fang.com/
湖北,武汉,翡翠中心・润玺,价格待定,"3居,4居",112~148平米,~口区,[二至三环]~口区古田二路与长丰大道交汇处,|待售||普通住宅|,https://feicuizhongxinrunxi.fang.com/
湖北,武汉,光谷学府,价格待定,,,东湖高新区,"[三至四环]东湖高新区高新二路与高科园路交叉口东北100米,光谷外国语学校对面",|待售||普通住宅||叠拼||品牌地产|,https://guangguxuefu.fang.com/
湖北,武汉,花样年碧云天,价格待定,3居,87~128平米,东西湖区,[三至四环]东西湖区环湖三路与董家墩路交汇处,|待售||普通住宅||湖景地产|,https://biyuntianhyn.fang.com/
湖北,武汉,富强国际,价格待定,,,江汉区,[内至二环]江汉区水利北路与范湖路交汇处,|租售||标准写字楼||不限购|,https://fuqiangguoji.fang.com/
湖北,武汉,武汉军运村,价格待定周边14416元/O,,,江夏区,[三至四环]江夏区黄家湖大道地铁8号线军运村站,|待售||普通住宅|,https://junyuncunwh.fang.com/
湖北,武汉,金川・纯水岸,11800元/O,"1居,2居,3居",50~90平米,黄陂区,[三至四环]黄陂区盘龙城经济开发区甲宝山路9号,|在售||普通住宅|,https://wuhan.newhouse.fang.com/house/2610155442.htm
湖北,武汉,龙庭华府,价格待定往期6300元/O,,,蔡甸区,[四环以外]蔡甸区汉阳大道与汉江路交汇处(泰佛工业园对面),|待售||普通住宅||经济住宅|,https://longtinghuafu027.fang.com/
湖北,武汉,全能通双创园,4500元/O,,,东西湖区,[三至四环]东西湖区田园东路方圆国际,|在售||综合体||总部园区||不限购|,https://shuangchuangyuanqnt.fang.com/
湖北,武汉,中建壹品澜郡,9985元/O,3居,89~111平米,黄陂区,[四环以外]黄陂区川龙大道与环后湖北路交汇处东向200米(奥特莱斯以北),|待售||普通住宅||住宅底商||品牌地产||不限购|,https://yipinlanjunzj.fang.com/
湖北,武汉,葛洲坝龙湖江宸,价格待定,1居,43平米,江汉区,[内至二环]江汉区武汉青年路(范湖站地铁口),|待售||商住楼||品牌地产||地铁沿线|,https://longhujiangchengzb.fang.com/
湖北,武汉,中核时代广场,价格待定往期12000元/O,"3居,4居",87~169平米,汉阳区,[二至中环]汉阳区江城大道与梅林四街交叉口东南角(中医院斜对面),|待售||普通住宅||品牌地产|,https://shidaiguangchangzh.fang.com/
湖北,武汉,新城桃李郡,价格待定,"3居,4居",101~130平米,东西湖区,[三至四环]东西湖区轻轨1号线三店站d出口,|待售||普通住宅|,https://taolijunxc027.fang.com/
